first_name,last_name,hire_date
Gita,Renear,4/27/1986
Adamantios,Heemskerk,08/08/1986
Dietrich,Walstra,7/24/1986
Hongzhu,Leppanen,05/12/1986
Remco,Hiraishi,05/03/1986
Chirstian,Kruskal,2/25/1986
Giordano,Oxenboll,6/29/1986
Josyula,Hiraishi,5/18/1986
Takanari,Swist,10/15/1986
Parke,Bratten,8/20/1986
Shugo,Raoux,3/29/1986
Janche,Condotta,04/08/1986
Marit,Sooriamurthi,09/03/1986
Xiahua,Plavsic,8/16/1986
Aral,Merey,3/30/1986
Eric,Niizuma,02/02/1986
Chaosheng,Verhaegen,10/11/1986
Kristin,Stenning,09/07/1986
Zito,Eldridge,7/15/1986
Margareta,Angel,12/31/1986
Denis,Kisuki,4/20/1986
Khalil,Weisert,03/05/1986
Edwin,Baar,04/02/1986
Sushant,Neiman,11/17/1986
Barna,Rindone,4/18/1986
Ravishankar,Reinhard,2/27/1986
Anwar,Marakhovsky,12/31/1986
Kazuhisa,McDermid,11/09/1986
Zhaofang,Neimat,6/14/1986
IEEE,Munoz,11/21/1986
Ghassan,Anandan,06/10/1986
Kiam,Lally,11/26/1986
Marc,Simkin,02/02/1986
Aris,Tramer,09/05/1986
Sajjad,Kolvik,7/26/1986
Huan,Farrel,01/09/1986
Vidya,Crabtree,4/27/1986
Nalini,Ernst,8/13/1986
Shmuel,Jording,06/07/1986
Alagu,Swift,8/13/1986
Reuven,Birjandi,7/25/1986
Taisook,Claffy,09/09/1986
Arco,Maierhofer,01/06/1986
Chaoyi,Saoudi,8/16/1986
Mohua,Schaaf,11/21/1986
Mihalis,Diderrich,10/19/1986
Katsuyuki,Meszaros,2/24/1986
Mariusz,Anick,03/07/1986
Ennio,Michaels,9/24/1986
Jiakeng,Marrevee,11/08/1986
Kauko,Callaway,12/16/1986
Zeydy,Szemeredi,08/02/1986
Lunjin,Prenel,1/17/1986
Elrique,Emmart,11/20/1986
Remco,Coors,06/11/1986
Yahiko,Parascandalo,03/04/1986
Elrique,Cronan,10/14/1986
Guozhong,Journel,9/19/1986
Arno,Perz,6/21/1986
Bedrich,Vernadat,12/28/1986
Ulises,Serot,10/09/1986
Premsyl,Biron,6/19/1986
Piyawadee,Birrer,8/30/1986
Torsten,Quittner,8/16/1986
Apostol,Flasterstein,08/12/1986
Weiru,Hennings,7/21/1986
Moss,Vakili,1/17/1986
Aiman,Pepe,9/23/1986
Neven,Hambrick,8/25/1986
Toshimo,Openshaw,7/26/1986
Ramalingam,Ressouche,08/04/1986
Gurbir,Levasseur,08/09/1986
Hidekazu,Vecchi,08/09/1986
Willard,Pelc,12/02/1986
Anneli,Zirintsis,5/17/1986
Manu,Krzyzanowski,12/29/1986
Claudi,Cairo,06/06/1986
Youngkon,Pezzoli,06/07/1986
Xinan,Klyachko,06/09/1986
Lucian,Benzmuller,9/19/1986
Feiyu,Jarecki,4/29/1986
Randi,Vecchio,9/15/1986
Ziva,Pews,9/27/1986
Kenroku,Katiyar,12/28/1986
Zhongwei,Goodrum,1/24/1986
Conrado,Ritcey,02/07/1986
Pasqua,Marwedel,11/02/1986
Khatoun,Kopetz,8/23/1986
Sadegh,Strehl,11/29/1986
Fusako,Benantar,5/25/1986
Jeanna,Pramanik,12/08/1986
Kasturi,Borstler,01/02/1986
Nirmal,Heinisuo,12/28/1986
Bodo,Esteva,07/03/1986
Haldun,Naudin,02/10/1986
Claude,Verhaegen,1/18/1986
Boaz,Back,04/12/1986
Tonny,Hellwagner,03/12/1986
Susumu,Picht,10/19/1986
Irene,Chelton,07/09/1986
Tetsurou,Boissier,03/06/1986
Heejo,Gladwell,7/16/1986
Golgen,Foote,6/25/1986
Yefim,Heystek,5/15/1986
Sadun,Benveniste,4/20/1986
Aria,Bodoff,06/05/1986
Lena,Kohling,04/10/1986
Stabislas,Diderrich,09/01/1986
Charlene,Ullian,3/21/1986
Shan,Egerstedt,11/19/1986
Premal,Sankaranarayanan,1/31/1986
Achilleas,Ulupinar,6/24/1986
Anneli,Jonsson,4/20/1986
Mads,Comellas,10/27/1986
Khue,Kuszyk,3/26/1986
Pranay,Klyachko,9/29/1986
Marit,Stifter,4/16/1986
Rasiah,Swan,4/20/1986
Saeko,Anger,11/18/1986
Poornachandra,Berztiss,12/06/1986
Marit,Hardjono,2/21/1986
Leon,Sommen,7/15/1986
Mads,Ossenbruggen,2/17/1986
JoAnne,Eickenmeyer,7/30/1986
Masadi,Lichtner,10/29/1986
Susanne,Bain,11/16/1986
Ipke,Majewski,09/11/1986
Greger,Anguita,12/24/1986
Paddy,Plavsic,4/29/1986
Xinglin,Schahn,3/22/1986
Mabo,Verspoor,01/06/1986
Stevo,Quadeer,03/04/1986
Mansur,Koshino,4/30/1986
Utpal,Melton,1/28/1986
Steen,Lubachevsky,5/22/1986
Mario,Takkinen,02/08/1986
Kazuhide,Vecchi,12/05/1986
Faiza,Clemencon,01/08/1986
Shigehiro,Ramsak,12/22/1986
Jeane,Vieth,01/11/1986
Utpal,Magalhaes,12/26/1986
Akhilish,Spataro,02/01/1986
Kayoko,Bakhtari,10/05/1986
Katsuyuki,Luit,10/10/1986
Sachin,Gaughan,4/27/1986
Gully,Undy,08/11/1986
Zhiguo,Norsworthy,5/28/1986
Kazuyasu,Standera,03/01/1986
Martien,Papastamatiou,7/26/1986
Tesuya,Lorho,10/30/1986
Hiroyasu,Seuren,04/01/1986
Bilhanan,Gulak,12/29/1986
Sushant,Fiutem,01/12/1986
Adib,Conry,09/10/1986
Sudharsan,Syrotiuk,10/27/1986
Stevo,Birrer,8/28/1986
Zvonko,Lieberherr,2/16/1986
Gen,Mitzlaff,10/31/1986
Arumugam,Antonisse,7/26/1986
Lorien,Demir,10/09/1986
Jamaludin,Cappello,8/13/1986
Youpyo,Bardell,6/27/1986
Arunachalam,Zaumen,08/07/1986
Howell,Brendel,5/28/1986
Dannz,Mayerwieser,06/01/1986
Mansur,Jenevein,12/06/1986
Amstein,Pellegrinelli,1/23/1986
Qiwen,Lund,01/03/1986
Rafols,Savasere,07/09/1986
Moriyoshi,Marrevee,06/02/1986
Indrajit,Roisin,10/03/1986
Tru,Kuszyk,9/15/1986
Oguz,Lorys,03/03/1986
JiYoung,Perng,07/05/1986
Khedija,Journel,10/09/1986
Rafael,Papadias,07/03/1986
Zeljko,Docker,10/11/1986
Shietung,Lubachevsky,8/26/1986
Shen,Gihr,10/30/1986
Nathalie,Garigliano,12/23/1986
Sasan,Kushnir,02/11/1986
Marco,Garnier,12/27/1986
Claudi,Narahara,3/28/1986
Jingling,Birsak,7/27/1986
Alagu,Thebaut,12/21/1986
Marco,Rosch,12/09/1986
Kousuke,Suermann,6/20/1986
Fox,Lunn,12/31/1986
Along,Sury,03/09/1986
Sakthirel,Gist,12/23/1986
Hauke,Solares,09/09/1986
Geoffry,Cappelli,5/16/1986
Arunas,Xiaoshan,11/12/1986
Shaibal,Koblick,8/22/1986
Mark,Strooper,1/26/1986
Parto,Bratsberg,11/01/1986
Hinrich,Percebois,7/14/1986
Marek,Riesenhuber,5/23/1986
Elliott,Puoti,5/22/1986
Zhaofang,Rosch,10/28/1986
Frederique,Bottner,5/15/1986
Eirik,Rosen,5/13/1986
Subhash,Bondorf,6/23/1986
Aral,Quaggetto,06/07/1986
Sverrir,Billingsley,02/09/1986
Yechezkel,Suri,03/02/1986
Stamatina,Farrow,3/28/1986
Munehiko,Ullian,12/23/1986
Insup,Swab,03/01/1986
Shmuel,Tibblin,04/07/1986
Arvind,Suri,7/28/1986
Zhaofang,Adachi,09/11/1986
Guozhong,Huxford,01/04/1986
Atreye,Weiland,2/24/1986
Florian,Haumacher,08/02/1986
Gianluca,Brobst,02/08/1986
Samphel,Kumaresan,08/11/1986
Hein,Baig,8/21/1986
Chaosheng,Terekhov,11/10/1986
Chinya,Luke,10/31/1986
Shigenori,Linnainmaa,11/01/1986
Juichirou,Birch,03/11/1986
Zine,Apsitis,09/09/1986
Pranay,Kugler,5/16/1986
Fayez,Dengi,6/25/1986
Sibyl,Sudbeck,12/14/1986
Shalesh,Tasistro,2/21/1986
Adas,Swift,4/26/1986
Erzsebet,Basawa,07/04/1986
Arne,Gerteisen,6/16/1986
Uno,Spataro,7/13/1986
Mohammed,Keohane,2/28/1986
Kazuhiro,Kuzuoka,9/30/1986
Miomir,Kobuchi,04/05/1986
Wanqing,Zumaque,3/29/1986
Vasilis,Zwicker,11/28/1986
Bader,Janetzko,8/15/1986
Hyuckchul,Versino,5/21/1986
Sandeepan,Baba,01/07/1986
Berthier,Conia,11/21/1986
Nobuyoshi,Genin,8/15/1986
Roded,Sethi,10/06/1986
Rosalie,Chinin,11/28/1986
Torsten,Stemann,11/22/1986
Srinidhi,Malinowski,9/24/1986
Hitofumi,Deyuan,5/16/1986
Minghong,Ruther,12/11/1986
Basem,Sommer,08/06/1986
King,Piancastelli,06/05/1986
Bokyung,Bach,10/04/1986
Gina,Bail,3/26/1986
Leah,Ritzmann,11/06/1986
Giao,Falby,01/08/1986
Nechama,Jenevein,4/13/1986
Mantis,Millington,9/24/1986
Duro,Silva,03/03/1986
Alexius,Rajcani,3/23/1986
Gio,Murtha,11/11/1986
Eben,Ibel,09/03/1986
Van,Meriste,11/22/1986
Phule,Antonakopoulos,3/22/1986
Sadok,Koblitz,08/08/1986
Vishv,Luan,12/20/1986
Marie,Zeilberger,10/20/1986
Debatosh,Krzyzanowski,10/28/1986
DeForest,Flanders,08/06/1986
Kellie,Bierbaum,9/26/1986
Parviz,Akazan,8/30/1986
Angel,Klassen,7/30/1986
Martina,Merel,02/06/1986
Odysseas,Birrer,12/03/1986
Jayesh,Adachi,05/12/1986
Gaurav,Stasinski,4/19/1986
Yuriy,Stassinopoulos,11/08/1986
Otilia,Pramanik,02/04/1986
Mani,Emmart,5/26/1986
Utz,Stafford,10/24/1986
Kasturi,Lichtman,5/23/1986
Nirmal,Vural,01/11/1986
Khalid,Caine,3/22/1986
Yurij,Swiss,8/15/1986
Jixiang,Schnabel,11/01/1986
Subhada,Kambil,01/07/1986
Aris,Nitta,1/15/1986
Laurentiu,Naumovich,04/01/1986
Froduald,Suri,6/19/1986
Gou,Ranft,1/27/1986
Shawna,Akazan,2/21/1986
Amstein,Guenter,2/20/1986
Bartek,Anily,11/14/1986
Salvador,Wroclawski,1/25/1986
Billur,Schlumberger,3/15/1986
Tua,Zlotek,11/02/1986
Uno,Suppi,11/08/1986
Mabo,Chleq,10/05/1986
Panayotis,Junot,08/09/1986
Radhakrishnan,Lubachevsky,9/27/1986
Owen,Hockney,2/23/1986
Cedric,Murtha,11/08/1986
Parviz,Llado,10/27/1986
Martijn,Cmelik,08/05/1986
Shaowei,Solares,1/26/1986
Sanjit,Puppo,8/25/1986
Prasadram,Pocchiola,03/11/1986
Elrique,Pettey,9/29/1986
Giri,Cronau,3/20/1986
Aluzio,Andreotta,4/24/1986
Uzi,Heuter,2/13/1986
Shooichi,Thambidurai,11/13/1986
Kotesh,Bazelow,1/28/1986
Zhenbing,Gien,6/30/1986
Gurbir,Radhakrishnan,09/02/1986
Pragnesh,Mitchem,4/23/1986
Eben,Naumovich,01/06/1986
Arfst,Malabarba,01/09/1986
Pantung,Puoti,10/28/1986
Vishv,Azulay,08/10/1986
Gao,Jiafu,12/19/1986
Jiong,Michaels,04/01/1986
Katsuyuki,Baik,06/07/1986
Wojceich,Ranft,02/02/1986
Stafford,Janetzko,8/16/1986
Maris,Erez,10/26/1986
Nirmal,Demke,04/02/1986
Itzchak,Steinauer,6/13/1986
Denis,Luga,1/19/1986
Bartek,Ritcey,08/03/1986
Yuuichi,Wiegley,06/02/1986
Shem,Krone,10/13/1986
Valter,Azumi,02/11/1986
Sibyl,Azuma,7/17/1986
Valery,Delgrange,12/12/1986
Shrikanth,Pettis,2/21/1986
Qingxiang,Isard,3/29/1986
Mona,Vesna,7/27/1986
Yuchang,Georgakopoulos,12/04/1986
Jaewon,Templeman,10/16/1986
Lakshmi,Siprelle,11/14/1986
Muzhong,Huhdanpaa,03/08/1986
Duro,Sinicrope,10/17/1986
Sadun,Isard,3/22/1986
Mary,Ranka,9/14/1986
Tsvetan,Muhlberg,1/27/1986
Chikako,Merey,10/06/1986
Eberhardt,Savasere,08/05/1986
Mokhtar,Bahl,09/01/1986
Nahid,Gustavson,02/02/1986
Eben,Woycyznski,7/23/1986
Berna,Xiaoshan,1/22/1986
Chaosheng,Krupka,5/23/1986
Hilari,Rusterholz,10/03/1986
Mori,Lipner,05/11/1986
Augustine,Schwaller,5/14/1986
Arumugam,Zschoche,11/04/1986
Elvis,Rehfuss,12/03/1986
Przemyslawa,Schapiro,03/02/1986
Kazuhito,Luca,9/30/1986
Mrinalini,Erev,12/05/1986
Frederique,Heinisuo,3/27/1986
Munir,Wynblatt,05/01/1986
Baziley,Tasistro,6/20/1986
Clyde,Peir,02/02/1986
Candida,Merle,10/19/1986
Yaghout,Benner,04/03/1986
Mabry,Sidje,2/23/1986
Martine,Pollock,6/26/1986
Sudharsan,Businaro,10/14/1986
Morrie,Cappelli,01/04/1986
Susanta,Bednarek,9/13/1986
Macha,Ertl,05/12/1986
Gal,Cusworth,3/28/1986
Moss,Atchley,11/02/1986
Tristan,Gulik,06/03/1986
Doowon,Improta,05/04/1986
Cullen,Tanemo,7/28/1986
Uri,Brizzi,11/07/1986
Arch,Bressoud,11/11/1986
Constantine,Junot,08/12/1986
Gay,Heuter,3/29/1986
Gou,Antonisse,9/18/1986
Phillip,Picel,4/28/1986
Deborah,Soicher,1/20/1986
Shigehiro,Furedi,09/01/1986
Babette,Yeung,8/23/1986
Ebru,McFarlin,9/20/1986
Karlis,Kulisch,6/19/1986
Pasqua,Bennis,08/12/1986
Odoardo,Dratva,10/24/1986
Udo,Wrigley,6/18/1986
Aral,Kriebel,04/05/1986
Rayond,Assaf,02/03/1986
Tomoyuki,Kleiser,2/14/1986
Fumitaka,Lieblein,7/19/1986
Remzi,Majewski,10/24/1986
Cheong,Radivojevic,05/11/1986
Utz,Raoux,11/30/1986
Huiqun,Neiman,6/18/1986
Eben,Reghbati,5/21/1986
Sumant,Suppi,10/18/1986
Lena,Baaz,08/03/1986
Zito,Peroz,04/08/1986
King,Candan,1/21/1986
Unal,Ullian,12/07/1986
Godehard,Cusworth,12/09/1986
Nagui,Restivo,6/26/1986
Ohad,Delgrossi,9/30/1986
Basem,Schade,8/20/1986
Sibyl,Rikino,3/18/1986
Chinya,Merlo,09/10/1986
Sanjay,Velasco,11/15/1986
Tonny,Radwan,5/30/1986
Caolyn,Irland,4/27/1986
Mihalis,Alvarado,08/06/1986
Tonia,Kavraki,3/19/1986
Guiseppe,Gerlach,6/18/1986
JoAnna,Kalorkoti,10/03/1986
Elgin,Merey,9/27/1986
Huei,Falby,03/03/1986
Kousuke,Zambonelli,12/01/1986
Kokou,Narahara,11/16/1986
Gina,Ranum,6/17/1986
Chenxi,Valette,11/20/1986
Bingning,Coorg,08/10/1986
Qunsheng,Emmart,08/12/1986
Martien,Kornyak,09/10/1986
Keiichiro,Penz,6/27/1986
Sajjad,Georgatos,7/29/1986
Deniz,Gire,09/02/1986
Rosine,Sudkamp,08/04/1986
Emran,Erie,7/22/1986
Ymte,Malabarba,07/01/1986
Hitofumi,Muniz,11/15/1986
Hisao,Templeman,3/16/1986
Limsoon,Flasterstein,3/19/1986
Elrique,Hooghiemstra,7/22/1986
Shichao,Renear,12/17/1986
Cathie,Frezza,7/23/1986
Karlis,Grandbois,11/14/1986
Florina,Monarch,4/16/1986
Yurii,Dayang,06/03/1986
Kazuhiro,Falck,10/22/1986
Shahab,Orlowski,08/11/1986
Kwangjo,Nastansky,08/01/1986
Limsoon,Munoz,3/22/1986
Xumin,Perry,12/25/1986
Oguz,Bernatsky,2/19/1986
Yuriy,Standera,07/04/1986
Frazer,Bojadziev,11/18/1986
Arto,Sommen,08/01/1986
TRUE,Kusakabe,01/10/1986
Divine,Glinert,08/09/1986
Stevo,Holburn,07/08/1986
Zhensheng,Solares,11/23/1986
Marsha,Chaudhuri,12/12/1986
Demin,Danecki,4/22/1986
Aamod,Farris,2/21/1986
Niteen,Berendt,10/16/1986
Ottavia,Oberman,12/08/1986
Kaijung,Berendt,03/11/1986
Jingling,Anguita,5/17/1986
Arra,Ossenbruggen,11/06/1986
Ghassan,Maierhofer,03/05/1986
Jouko,Sinicrope,07/08/1986
Yuping,Choobineh,5/24/1986
Abdulla,Barvinok,11/02/1986
Sham,Wiegley,05/03/1986
Geoffry,Pepe,06/12/1986
Georgi,Kriebel,4/30/1986
Tetsushi,Schlenzig,7/14/1986
Christophe,Wynblatt,7/16/1986
Tristan,Hennebert,12/28/1986
Halsur,Negoita,05/02/1986
Eishiro,Beidas,08/09/1986
Chuanyi,Servi,7/29/1986
Khedija,Feldhoffer,6/18/1986
Tamiya,Rahier,12/04/1986
Serap,Validov,11/13/1986
Geraldo,Alvarado,07/07/1986
Jolita,Hartvigsen,07/09/1986
Paddy,Boreale,2/14/1986
Padma,Cullers,5/23/1986
Lenore,Usdin,10/17/1986
Gad,Melichar,6/28/1986
Bogdan,Attimonelli,3/28/1986
Mayumi,Maccarone,11/30/1986
Sanjeeva,Nooteboom,12/13/1986
Nitsan,Bresenham,6/26/1986
Sumant,Ruemmler,5/14/1986
Stamatina,Honglei,4/18/1986
Masoud,Adachi,05/08/1986
Emran,Samarati,8/13/1986
Kiyotoshi,Olivero,07/10/1986
Weicheng,Alameldin,09/04/1986
Garnet,Schiettecatte,10/27/1986
Erez,Copas,3/31/1986
Sasan,Prampolini,3/28/1986
Duri,Kranzdorf,07/04/1986
Xiaocheng,Nastansky,8/22/1986
Sachin,Pettis,02/05/1986
Tomofumi,Hoppenstand,09/12/1986
Mansur,Picht,05/12/1986
Honglan,Unno,1/13/1986
Baoqiu,Narahara,10/19/1986
Marie,Fetvedt,09/01/1986
Xiadong,Ramamoorthy,7/21/1986
Jianhua,Spelt,10/02/1986
Berni,Candan,7/26/1986
Aloke,Zockler,11/11/1986
Dmitri,Michaels,11/21/1986
Heather,Nitto,08/10/1986
Kendra,Raoux,05/06/1986
Francoise,Crouzet,06/06/1986
Geoffrey,Frezza,3/20/1986
Siddarth,Cesareni,04/10/1986
Gad,Levasseur,11/26/1986
Tetsurou,Malinowski,10/08/1986
Jianwen,Schiper,10/17/1986
Ghassan,Sudbeck,12/18/1986
Arlette,Lorys,6/21/1986
Luigi,Gomatam,12/12/1986
Martina,Syang,05/02/1986
Gita,Asser,9/18/1986
Candida,Mayerwieser,6/15/1986
Toshimi,Hambrick,6/19/1986
Patricia,Makinen,3/21/1986
Chriss,Basawa,11/10/1986
Xiadong,Anger,07/09/1986
Vitaly,Begiun,6/29/1986
Karsten,Kriebel,9/27/1986
Rosine,Hettesheimer,07/10/1986
Tadanori,Perin,2/23/1986
Brewster,Cannane,12/03/1986
Moon,Karunanithi,7/13/1986
Turgut,Flexer,5/29/1986
Yuping,Orlowska,5/31/1986
Maik,Aamodt,6/20/1986
Sachio,Quaggetto,4/21/1986
Paraskevi,Zobel,11/04/1986
Zeljko,Ramras,5/20/1986
Thanasis,Zultner,06/12/1986
Paddy,Delgrossi,2/13/1986
Xiaoqiang,Erev,3/22/1986
Luigi,Pargaonkar,06/07/1986
Lucien,Binkley,1/14/1986
Bokyung,Saoudi,02/12/1986
Falguni,Jullig,06/11/1986
Munir,Chenney,12/10/1986
Marek,Prochazka,6/23/1986
Oddvar,Whittlesey,09/03/1986
Rafols,Grospietsch,11/12/1986
Duke,Ecklund,02/03/1986
Odinaldo,Hertweck,02/01/1986
Hironoby,Feinberg,4/16/1986
Kristine,Ushiama,9/24/1986
Padma,Wrigley,09/09/1986
Irene,Improta,11/02/1986
Guadalupe,Erde,4/24/1986
Hausi,Copas,10/16/1986
Gal,Schiettecatte,5/17/1986
Eldridge,Preusig,06/08/1986
Leszek,Hagimont,10/03/1986
Ebru,Peltason,03/10/1986
Tomokazu,Verhoeff,9/30/1986
Giri,Collette,10/26/1986
Supot,Sooriamurthi,10/20/1986
Nathan,Francisci,12/14/1986
Mingsen,Azevdeo,01/08/1986
Saddek,Brattka,8/22/1986
Iara,Cairo,4/17/1986
Boaz,Brodie,12/03/1986
Koichi,Denny,10/06/1986
Zhiguo,Ghelli,9/28/1986
Zvonko,Majewski,11/20/1986
Kristof,Rettelbach,3/22/1986
Stafford,Pews,12/26/1986
Tru,Gajiwala,05/06/1986
Gianluca,Gini,02/01/1986
Divine,Randt,1/18/1986
Jiakeng,Segond,1/20/1986
Taizo,Zschoche,1/21/1986
Rimli,Coombs,7/19/1986
Marjo,Snedden,12/28/1986
Erzsebet,Hebert,8/27/1986
Moto,Champarnaud,2/22/1986
Subir,Biron,06/06/1986
Neelam,Chandrasekhar,11/30/1986
Kankanahalli,Heping,07/02/1986
Genta,Chimia,08/10/1986
Shmuel,Albarhamtoshy,02/03/1986
Piyush,Hofman,12/02/1986
Steen,Marchesini,5/27/1986
Vishu,Schaad,08/03/1986
Yoshinari,Jenevein,01/10/1986
Lubomir,Etalle,06/06/1986
Sadok,Perng,07/10/1986
Georg,Marakhovsky,4/24/1986
Utz,Cyre,2/26/1986
Younwoo,Guenter,12/30/1986
Kiyokazu,Bakhtari,3/28/1986
Aksel,Rehfuss,11/06/1986
Genta,Armand,09/07/1986
Olivera,Stentiford,12/24/1986
Alassane,Narahari,8/22/1986
Premal,Schnabel,5/17/1986
Nikolaos,Kenevan,09/08/1986
Arnould,Luks,12/30/1986
Maik,Erdi,09/04/1986
Gully,Irland,4/13/1986
Sajjad,Goldhammer,12/30/1986
Jenwei,Stentiford,01/07/1986
Ghassan,Hiltgen,05/10/1986
Sadegh,Cannard,4/15/1986
Kankanahalli,Schlenzig,9/27/1986
Christoper,Farrel,12/14/1986
Tomokazu,Plump,11/28/1986
Stevo,Bratsberg,11/24/1986
Morrie,Rullman,7/20/1986
Vugranam,Verhaegen,3/20/1986
Paddy,Godskesen,1/27/1986
Soenke,Kriebel,05/06/1986
Ziya,Munke,07/03/1986
Takanari,Jarecki,10/28/1986
Etsuo,Auyong,6/29/1986
Weijing,Azadmanesh,10/07/1986
Collette,Copas,5/18/1986
Paddy,Tchuente,12/29/1986
Jackson,Remmers,5/15/1986
Cheong,Janetzko,09/01/1986
Kankanahalli,Peck,4/22/1986
Shushma,Usdin,10/18/1986
Bikash,Waschkowski,7/29/1986
Youngkon,Asmuth,10/29/1986
Toshiko,Binding,5/27/1986
Jovan,Perna,4/30/1986
Xiaocheng,Slutz,12/06/1986
Gritta,Cherinka,10/25/1986
Perry,Castellani,05/02/1986
Vishv,Gadepally,3/24/1986
Harngdar,England,7/13/1986
Kazunori,Strandh,07/01/1986
Jingling,Ramalingam,11/27/1986
Sandeepan,Byoun,8/14/1986
Mandell,Schrooten,5/17/1986
Shai,Nollmann,8/18/1986
Lijia,Zongker,11/22/1986
Xiaoshan,Grospietsch,10/21/1986
Kiyomitsu,Duclos,6/30/1986
Kensyu,Ernst,9/17/1986
Mary,Lorch,03/08/1986
Lidong,Wielonsky,11/12/1986
Rimli,Bottner,12/09/1986
Yuping,Kossowski,10/20/1986
Charlene,Siksek,11/10/1986
Mario,Luca,5/18/1986
Zeydy,Schiettecatte,8/16/1986
Greger,Menhardt,1/22/1986
Randi,Whitcomb,8/29/1986
Luise,Schach,12/09/1986
Tianruo,Steenbeek,8/26/1986
Kiyotoshi,Matzov,03/06/1986
Zongyan,Demos,1/26/1986
Sugwoo,Camurati,8/17/1986
Jaideep,Rattan,01/07/1986
Arvin,Perl,2/26/1986
KayLiang,Gien,6/25/1986
Jenwei,Luef,4/14/1986
Jordanka,Whitcomb,6/15/1986
Marco,Baalen,9/17/1986
Shimshon,Tagansky,9/20/1986
Minghong,Besselaar,3/28/1986
Marsja,Dratva,01/08/1986
Nimmagadda,Saoudi,8/23/1986
Mart,Huxford,02/05/1986
Marko,Klassen,11/08/1986
Val,Bellone,02/03/1986
Gaurav,Vidal,03/05/1986
Genta,Remmele,4/24/1986
Xiaocheng,Gente,10/15/1986
Nidapan,Bellmore,9/14/1986
Florian,Falck,5/28/1986
Armond,Muntz,01/06/1986
Shen,Setiz,9/17/1986
Kensei,Sidou,2/16/1986
Macha,Barriga,11/12/1986
Maia,Ponthieu,2/23/1986
Kazuhisa,Furedi,7/22/1986
Randy,Kaltofen,4/27/1986
Jeanna,Jahnichen,6/24/1986
Subhrajyoti,Masada,4/13/1986
Miquel,Minakawa,12/28/1986
Tomofumi,Leuchs,5/29/1986
Teunis,Mellouli,11/05/1986
Gay,Kranzdorf,11/11/1986
Geoffry,Stranks,05/11/1986
Margareta,Vitiello,1/17/1986
Falguni,Ernst,07/10/1986
Goetz,Talmor,07/09/1986
Thodoros,Reinhart,7/28/1986
Tadahiro,Magalhaes,4/30/1986
Qingxiang,Isaak,04/01/1986
Akeel,Vandervoorde,11/29/1986
Gao,Restivo,1/22/1986
Fatemeh,Sundgren,6/20/1986
Hinrich,Kaelbling,6/13/1986
Munehiko,Orlowska,8/16/1986
Aloys,Jumpertz,1/14/1986
Gennady,Rodier,8/23/1986
Denny,Dolinsky,11/27/1986
Masadi,Fargier,4/22/1986
Poorav,Terekhov,03/08/1986
Munir,Segond,7/29/1986
Phuoc,Bednarek,12/12/1986
Ziya,Waterhouse,6/13/1986
Mohit,Felcyn,8/18/1986
Wayne,Stranks,10/02/1986
Tayeb,Veevers,10/10/1986
Munehiko,Swab,01/12/1986
Tokuyasu,Angelov,11/16/1986
Almudena,Oaver,6/29/1986
Uta,Sommer,3/28/1986
Zhaofang,Legleitner,8/28/1986
Mariangiola,Heyers,6/14/1986
Teunis,Sherertz,05/05/1986
Zhonghui,Denos,9/26/1986
Doohun,Stroustrup,12/13/1986
Ishfaq,Parhami,11/22/1986
Kristinn,Walston,12/26/1986
Faiza,Knightly,3/16/1986
Vasilii,Besancenot,10/08/1986
Masako,Denny,11/05/1986
Mariusz,Biros,10/12/1986
Iara,Ramsey,10/06/1986
Huican,Schmiedel,1/23/1986
Yuping,Michaeli,6/25/1986
Evgueni,Poehlman,1/15/1986
Magy,Cusworth,11/18/1986
Kristin,Lukaszewicz,5/14/1986
Anoosh,Marletta,12/18/1986
Phule,Vrecion,12/22/1986
Adam,Harllee,06/12/1986
Doowon,Iivonen,11/20/1986
Gio,Chinen,7/20/1986
Persi,Dratva,08/08/1986
Serge,Liesche,9/24/1986
Kotesh,Kalorkoti,9/28/1986
Shigeu,Conia,1/29/1986
Hidde,Pellegrinelli,02/11/1986
Jackson,Angiulli,08/01/1986
Koldo,Gulak,12/28/1986
Gianluca,Alpay,01/08/1986
Fai,Narahari,1/14/1986
Baziley,Garnick,7/31/1986
Piyawadee,Huhdanpaa,10/09/1986
Valdiodio,Rahimi,11/20/1986
Snehasis,Schreiter,8/26/1986
Arnd,Berstel,6/13/1986
Lijia,McFarlan,4/16/1986
Lalit,Pelc,11/11/1986
Sushant,Binkley,7/13/1986
Kellyn,Steenbeek,9/17/1986
Kwan,Honglei,10/28/1986
Ranan,Barreiro,8/28/1986
JoAnna,Nergos,09/02/1986
Zhenbing,Tsukuda,04/02/1986
Tamiya,Callaway,05/12/1986
Paddy,Stanfel,01/11/1986
Domenico,Jakobus,06/06/1986
Ugo,Schmezko,11/29/1986
Heekeun,Mawatari,11/15/1986
Peer,Melichar,9/16/1986
Jianhua,Shigei,1/20/1986
Wanqing,Matheson,11/03/1986
Takushi,Lemarechal,02/05/1986
Iara,Maksimenko,9/21/1986
Aksel,Cronin,5/29/1986
Jianhao,Keirsey,11/26/1986
Shooichi,Hiltgen,06/12/1986
Jiong,Ramras,12/30/1986
Pranav,Baez,10/18/1986
Premal,Undy,3/27/1986
Khalil,Peltason,1/17/1986
Gina,Foong,11/28/1986
Hatim,Bondorf,7/22/1986
